人名1	人名2	预测	目标
吴小楼	尹桂芳	合作	合作
徐天红	袁雪芬	合作	合作
徐天红	竺水招	合作	合作
徐天红	范瑞娟	合作	合作
傅全香	徐玉兰	合作	合作
袁雪芬	范瑞娟	合作	合作
吉增和	孟广美	情侣	情侣
吴淑珍	陈水扁	父母	夫妻
陈致中	黄睿靓	夫妻	夫妻
陈水扁	黄睿靓	父母	父母
曹丕	曹植	父母	兄弟姐妹
曹植	曹操	父母	父母
洪秀全	罗孝全	师生	师生
蔡依珊	连胜文	夫妻	夫妻
耿济之	郑振铎	夫妻	好友
周继文	周洋	父母	父母
吕正操	吕彤羽	父母	父母
方志敏	缪敏	夫妻	夫妻
乐爱妹	杨洁篪	夫妻	夫妻
孙中山	宋庆龄	夫妻	夫妻
张琼华	郭沫若	夫妻	夫妻
许戈辉	丁健	夫妻	夫妻
曹桂喜	金慧君	父母	父母
潘霜霜	林峰	情侣	情侣
解宝	解珍	兄弟姐妹	兄弟姐妹
孙立	孙新	夫妻	兄弟姐妹
龙云	林黛	夫妻	父母
郑天亮	鲁健	夫妻	夫妻
徐悲鸿	廖静文	夫妻	夫妻
巩汉林	潘长江	父母	合作
张纪中	张语芯	父母	父母
刘嘉玲	梁朝伟	夫妻	夫妻
成龙	房祖名	父母	父母
牛魔王	铁扇公主	夫妻	夫妻
何泽慧	何怡贞	父母	兄弟姐妹
孙之俊	丁冷	夫妻	兄弟姐妹
蓝心湄	黄小柔	夫妻	父母
卫子夫	卫长公主	父母	父母
陈纪	陈群	父母	父母
拔都	术赤	父母	父母
徐悲鸿	蒋碧微	夫妻	夫妻
曾江	林翠	夫妻	兄弟姐妹
松赞干布	文成公主	夫妻	夫妻
李泽楷	梁洛施	情侣	情侣
陈小春	应采儿	夫妻	夫妻
宋承宪	苏志燮	父母	好友
鲁迅	周建人	夫妻	兄弟姐妹
王阳	任重	父母	同门
陈竺	陈赛娟	夫妻	夫妻
杨德昌	蔡琴	夫妻	夫妻
赵雅芝	黄汉伟	夫妻	夫妻
郑洁	晏紫	合作	合作
傅全香	徐玉兰	父母	合作
赵岭	袁立	夫妻	夫妻
宋佳玲	罗浩	兄弟姐妹	兄弟姐妹
宋佳玲	宋祖英	兄弟姐妹	兄弟姐妹
罗浩	宋祖英	兄弟姐妹	夫妻
比莉	周汤豪	兄弟姐妹	父母
周汤豪	王雪娥	兄弟姐妹	父母
杨德昌	蔡琴	夫妻	夫妻
梅兰芳	龚云甫	师生	合作
张丹峰	张浩锋	父母	父母
乔冠华	龚澎	夫妻	夫妻
袁信义	袁日初	兄弟姐妹	兄弟姐妹
袁日初	袁小田	兄弟姐妹	父母
袁日初	袁和平	兄弟姐妹	兄弟姐妹
陈数	赵胤胤	情侣	夫妻
郭晓冬	程莉莎	夫妻	夫妻
宋逸民	张庭	情侣	情侣
许冠杰	许冠文	兄弟姐妹	兄弟姐妹
李圣根	晏紫	夫妻	夫妻
蒙嘉慧	郑伊健	情侣	情侣
郑伊健	梁咏琪	情侣	情侣
贺龙	蹇先任	夫妻	夫妻
唐太宗	长孙皇后	夫妻	夫妻
长孙皇后	李世民	夫妻	夫妻
梅兰芳	孟小冬	父母	情侣
牛魔王	铁扇公主	夫妻	夫妻
黄兴	徐宗汉	夫妻	夫妻
孙中山	宋庆龄	夫妻	夫妻
侯耀华	侯军	合作	父母
陈英雪	古巨基	夫妻	情侣
刘雪华	邓育昆	情侣	夫妻
蒋勤勤	陈建斌	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
杨步伟	赵元任	父母	夫妻
毛泽东	贺子珍	夫妻	夫妻
洪秀全	杨秀清	上下级	上下级
赵志刚	王辩	夫妻	夫妻
金惠秀	金东熙	夫妻	兄弟姐妹
孔明	孔亮	父母	兄弟姐妹
黄秋燕	李连杰	夫妻	夫妻
孙中山	宋庆龄	夫妻	夫妻
陈数	赵胤胤	夫妻	夫妻
张靓颖	赵晨浩	好友	情侣
解宝	解珍	父母	兄弟姐妹
洪天祥	洪金宝	父母	父母
洪天祥	洪煦榆	父母	兄弟姐妹
洪煦榆	洪天照	父母	兄弟姐妹
李小璐	贾乃亮	夫妻	情侣
沈俊言	庄泳	夫妻	父母
贾迎春	贾赦	父母	父母
徐慕兰	徐宗汉	夫妻	兄弟姐妹
曾明娜	赖昌星	夫妻	夫妻
吴竹似	邓季惺	父母	夫妻
吴敬琏	邓季惺	父母	父母
赵建铭	陈水扁	父母	父母
钱钟书	杨绛	夫妻	夫妻
张琼华	郭沫若	夫妻	夫妻
莫少聪	洪欣	夫妻	情侣
钟镇涛	章小蕙	夫妻	夫妻
霍启刚	霍震霆	父母	父母
车晓	车晓彤	父母	父母
李宗伟	黄妙珠	情侣	情侣
郭晓玲	郭守正	兄弟姐妹	兄弟姐妹
郭可盈	林文龙	夫妻	夫妻
约兰特	斯内德	夫妻	情侣
梁红玉	韩世忠	夫妻	夫妻
王弢	刘璇	夫妻	夫妻
钟镇涛	章小蕙	父母	夫妻
李泽楷	梁洛施	夫妻	情侣
蔡依珊	连胜文	夫妻	夫妻
邓小平	邓榕	父母	父母
贾赦	贾政	父母	兄弟姐妹
夏凌翔	黄希庭	合作	合作
段誉	段延庆	父母	父母
庄炎林	馀佩皋	父母	父母
孙小飞	赵本山	夫妻	师生
郭焱	郭跃	合作	合作
郭晶晶	于芬	师生	师生
伏明霞	于芬	师生	师生
徐慕兰	徐宗汉	父母	兄弟姐妹
大乔	孙策	兄弟姐妹	夫妻
杜聿明	杜致礼	父母	父母
刘惠宁	陈小艺	夫妻	夫妻
曹彬	曹真	父母	兄弟姐妹
粟裕	陈小鲁	父母	父母
杨步伟	赵元任	夫妻	夫妻
蒋燕皎	卢兰	合作	合作
李宗伟	黄妙珠	情侣	情侣
苗育秀	苗丰强	父母	父母
成吉思汗	孛儿帖	兄弟姐妹	夫妻
陈小春	应采儿	夫妻	夫妻
曾明娜	赖昌星	夫妻	夫妻
刘伯玲	桑振君	师生	师生
赵贞玉	常俊丽	同门	同门
苗文华	常俊丽	同门	同门
桑振君	郭英丽	师生	师生
高英培	孟凡贵	师生	师生
慈禧	同治	夫妻	父母
张琼华	郭沫若	夫妻	夫妻
林和平	李念	夫妻	夫妻
薛世恒	陈法拉	情侣	情侣
郭可盈	林文龙	合作	夫妻
周芷若	灭绝师太	父母	师生
于涛	任讷	夫妻	夫妻
郭德纲	张文顺	师生	合作
杜丽	庞伟	夫妻	夫妻
王裁	王导	父母	父母
俞晴	雪村	夫妻	夫妻
郭沫若	佐藤富子	父母	夫妻
房玄龄	杜如晦	父母	合作
杜审言	杜甫	父母	祖孙
黄贯中	黄家驹	合作	好友
黄家驹	黄家强	好友	兄弟姐妹
张二鹏	盖叫天	父母	父母
盖叫天	张翼鹏	父母	父母
王弢	刘璇	情侣	夫妻
朱时茂	陈佩斯	夫妻	合作
王刚	成方圆	夫妻	夫妻
林凤娇	成龙	夫妻	夫妻
林凤娇	房祖名	父母	父母
成龙	房祖名	父母	父母
范瑞娟	袁雪芬	合作	合作
奥尼尔	韦德	情侣	合作
陈洁如	蒋介石	夫妻	夫妻
李先念	李紫阳	父母	父母
黄帝	颛顼	父母	祖孙
郭启儒	郭全宝	合作	合作
郭启儒	侯宝林	合作	合作
赵岭	袁立	夫妻	夫妻
翁家明	俞小凡	情侣	夫妻
林韦辰	吕晶晶	夫妻	情侣
陈凯歌	陈飞宇	父母	父母
吕隆	吕光	父母	父母
犬夜叉	犬大将	夫妻	父母
彦冰	彦涵	父母	父母
黎婴	黎姿	夫妻	兄弟姐妹
华天	罗山	夫妻	父母
王祖贤	齐秦	情侣	情侣
叶群	林立果	父母	父母
张琼华	郭沫若	夫妻	夫妻
郭沫若	佐藤富子	夫妻	夫妻
陈同海	李薇	情侣	情侣
杜世成	李薇	情侣	情侣
张桂凤	张小巧	合作	合作
张桂凤	吕瑞英	合作	合作
傅全香	徐玉兰	合作	合作
袁雪芬	范瑞娟	合作	合作
毛毛	王金龙	夫妻	夫妻
曹丕	曹冲	兄弟姐妹	兄弟姐妹
曹丕	曹植	兄弟姐妹	兄弟姐妹
小龙女	杨过	师生	夫妻
张雅晴	马琳	夫妻	夫妻
张宁益	马琳	夫妻	夫妻
林青霞	邢李源	夫妻	夫妻
唐美云	蒋武童	父母	父母
凌潇肃	唐一菲	夫妻	夫妻
钟镇涛	章小蕙	夫妻	夫妻
元奎	李连杰	合作	合作
赵岭	袁立	夫妻	夫妻
马伊琍	文章	夫妻	夫妻
孙甜甜	李婷	夫妻	合作
毛泽东	毛泽建	夫妻	兄弟姐妹
松赞干布	文成公主	夫妻	夫妻
俞晴	雪村	夫妻	夫妻
霍震寰	霍震宇	父母	兄弟姐妹
拉姑	胡须kong	夫妻	夫妻
路永佳	连胜武	情侣	夫妻
斯内德	约兰特	情侣	情侣
麦宝婵	甄子丹	父母	父母
于涛	任讷	夫妻	夫妻
吕大忠	程颐	父母	师生
罗倩文	张国立	夫妻	夫妻
梦鸽	李双江	夫妻	夫妻
徐帆	冯小刚	夫妻	夫妻
唐太宗	长孙无忌	父母	兄弟姐妹
刘文亨	班德贵	合作	合作
胡松华	张曼茹	夫妻	夫妻
成龙	房祖名	父母	父母
成龙	林凤娇	父母	夫妻
房祖名	林凤娇	父母	父母
贾赦	贾政	夫妻	兄弟姐妹
吴淑珍	陈水扁	父母	夫妻
张茜	张卫健	夫妻	夫妻
郭启儒	郭全宝	合作	合作
郭启儒	侯宝林	合作	合作
胡松华	张曼茹	夫妻	夫妻
曹操	曹宇	父母	父母
惜春	贾敬	兄弟姐妹	父母
高崚	吴圣	夫妻	夫妻
帕瓦罗蒂	多明戈	合作	合作
帕瓦罗蒂	卡雷拉斯	合作	合作
蔡依珊	连胜文	夫妻	夫妻
霍震寰	霍震宇	父母	兄弟姐妹
姜昆	戴志诚	合作	合作
罗明珠	袁洁莹	合作	合作
张靓颖	赵晨浩	好友	情侣
鲁迅	周作人	兄弟姐妹	兄弟姐妹
王晓凌	曹露双	合作	合作
张荣奎	张文涓	师生	师生
赖俊健	赖昌星	夫妻	父母
乔冠华	龚澎	夫妻	夫妻
薄熙永	薄熙来	父母	兄弟姐妹
薄一波	薄小莹	父母	父母
戴乃迭	杨宪益	夫妻	夫妻
陆雪琪	张小凡	夫妻	夫妻
李树建	张转社	师生	师生
李泽楷	梁洛施	父母	情侣
郭彦甫	陈贞均	夫妻	情侣
戴乃迭	杨宪益	夫妻	夫妻
毛泽东	毛泽建	父母	兄弟姐妹
冯顺弟	胡适	父母	父母
赵建铭	陈水扁	父母	父母
吴淑珍	陈水扁	父母	夫妻
陈水扁	陈幸妤	父母	父母
Selina	任容萱	夫妻	兄弟姐妹
徐悲鸿	蒋碧微	夫妻	夫妻
毛泽东	李讷	父母	父母
连震东	赵兰坤	夫妻	夫妻
佐佐木敦子	庄则栋	夫妻	夫妻
毛东东	刘滨	父母	父母
毛泽东	毛新宇	父母	祖孙
杨长玉	梅竹芬	夫妻	夫妻
苏家漫	翁家明	父母	情侣
成昆	谢逊	夫妻	师生
戴乃迭	杨宪益	夫妻	夫妻
东乡公主	甄洛	父母	父母
李泽楷	梁洛施	夫妻	情侣
巩汉林	赵丽蓉	父母	合作
杨玄琰	杨玉环	父母	父母
徐若瑄	贺锡敬	夫妻	情侣
汤君年	汤子嘉	父母	父母
叶群	林立果	父母	父母
林彪	林立果	父母	父母
连震东	赵兰坤	父母	夫妻
杨步伟	赵元任	夫妻	夫妻
李孝贞	李敬元	合作	合作
谢贤	狄波拉	夫妻	夫妻
陈小春	应采儿	夫妻	夫妻
蒋勤勤	陈建斌	夫妻	夫妻
王国维	赵元任	父母	合作
彭帅	谢淑薇	合作	合作
梁思成	林徽因	夫妻	夫妻
陈同海	陈伟达	父母	父母
梁咏琪	郑伊健	情侣	情侣
郭德纲	于云霆	合作	师生
梁思成	林徽因	夫妻	夫妻
潘迪生	杨紫琼	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
夏启	大禹	父母	父母
彭德怀	彭梅魁	父母	亲戚
赵本山	小沈阳	师生	师生
李存义	刘奇兰	父母	师生
孙芸芸	何念慈	父母	父母
罗福苌	罗振玉	父母	父母
沙文汉	陈修良	夫妻	夫妻
宋美龄	宋子文	父母	兄弟姐妹
虞姬	项羽	夫妻	夫妻
张靓颖	赵晨浩	好友	情侣
李克勤	卢淑仪	夫妻	夫妻
郑安仪	郑欣宜	父母	兄弟姐妹
郑少秋	郑咏恩	父母	父母
小白玉梅	李艳芳	合作	合作
施银花	姚水娟	合作	同门
施银花	屠杏花	合作	合作
谭咏麟	钟镇涛	父母	合作
陈盛泰	郑元	合作	师生
姜大卫	秦沛	父母	兄弟姐妹
元彪	成龙	同门	同门
杨采妮	邱韶智	夫妻	情侣
林长民	徐世昌	合作	上下级
吴法宪	林彪	父母	合作
张三丰	宋远桥	师生	师生
殷梨亭	张翠山	师生	同门
宋远桥	张翠山	师生	同门
蒋经国	蒋孝章	夫妻	父母
巩汉林	潘长江	父母	合作
茅盾	沈霞	父母	父母
蔡依珊	连胜文	夫妻	夫妻
解宝	解珍	兄弟姐妹	兄弟姐妹
徐帆	冯小刚	夫妻	夫妻
成昆	谢逊	父母	师生
谢逊	张无忌	父母	父母
宋长荣	熊明霞	师生	师生
陶大宇	黄慧宝	夫妻	夫妻
毛岸英	刘思齐	夫妻	夫妻
霍启山	章子怡	夫妻	情侣
傅二石	傅抱石	父母	父母
张茜	张卫健	夫妻	夫妻
宫崎市定	羽田亨	师生	师生
吴建民	施燕华	夫妻	夫妻
吕雉	刘邦	夫妻	夫妻
薛世恒	陈法拉	情侣	情侣
宋祖英	罗浩	夫妻	夫妻
宋祖英	宋佳玲	兄弟姐妹	兄弟姐妹
罗浩	宋佳玲	兄弟姐妹	兄弟姐妹
刘永美	刘永好	兄弟姐妹	兄弟姐妹
刘永好	刘永行	兄弟姐妹	兄弟姐妹
杜丽	庞伟	夫妻	夫妻
陈叔宝	沈婺华	夫妻	夫妻
周嘉威	施闻	夫妻	夫妻
范瑞娟	袁雪芬	合作	合作
范瑞娟	方雪雯	合作	师生
颜恝	方雪雯	合作	合作
许冠杰	许冠文	父母	兄弟姐妹
肖桂云	李前宽	夫妻	夫妻
奥尼尔	韦德	夫妻	合作
包兆龙	包玉刚	夫妻	父母
杨振德	邓颖超	夫妻	父母
冯巩	牛群	合作	合作
黄志忠	何音	夫妻	夫妻
李恒	胡耀邦	父母	父母
孙志伟	王琳娜	合作	师生
王琳娜	郭莉萍	合作	同门
梁红玉	韩世忠	夫妻	夫妻
郝治平	罗瑞卿	夫妻	夫妻
胡松华	张曼茹	师生	夫妻
赵一荻	张学良	夫妻	夫妻
冯玉萍	花淑兰	合作	师生
王宝强	马蓉	夫妻	夫妻
傅冬菊	傅作义	父母	父母
李宁	陈永妍	夫妻	夫妻
张末	张艺谋	夫妻	父母
许明昌	许德义	父母	父母
司马懿	崔琰	夫妻	合作
孔明	孔亮	父母	兄弟姐妹
孔明	孔太公	父母	父母
邢夫人	王熙凤	父母	父母
陈数	赵胤胤	夫妻	夫妻
陈洁如	蒋介石	夫妻	夫妻
邓枢	邓丽君	父母	父母
邓长顺	邓丽君	父母	兄弟姐妹
姜武	姜文	父母	兄弟姐妹
吴绮莉	叶崇仁	情侣	情侣
郭启儒	侯宝林	合作	合作
刘海粟	成家和	夫妻	夫妻
谢逊	张无忌	父母	父母
拉姑	胡须kong	夫妻	夫妻
王祖贤	齐秦	情侣	情侣
朱岚	陶勇	夫妻	夫妻
刘邦	吕雉	夫妻	夫妻
于涛	任讷	夫妻	夫妻
陶铸	曾志	夫妻	夫妻
徐若瑄	贺锡敬	父母	情侣
谢霆锋	赵学而	夫妻	情侣
王小波	李银河	夫妻	夫妻
成龙	林凤娇	夫妻	夫妻
谢觉哉	王定国	夫妻	夫妻
紫兰女	凤凰女	师生	师生
曹郁	姚晨	情侣	夫妻
江怀延	江珊	父母	父母
杨敏如	杨宪益	夫妻	兄弟姐妹
周令飞	周海婴	父母	父母
周令飞	鲁迅	父母	祖孙
杜丽	庞伟	情侣	夫妻
梦鸽	李双江	夫妻	夫妻
卫子夫	卫长公主	父母	父母
司马衷	司马炎	兄弟姐妹	父母
愍怀太子	晋惠帝	兄弟姐妹	父母
晋惠帝	司马炎	兄弟姐妹	父母
夏姬	孔宁	父母	情侣
谷开来	谷景生	父母	父母
王贞谔	冯培澜	师生	好友
蒋勤勤	陈建斌	夫妻	夫妻
汤唯	玄彬	情侣	情侣
史静	史玉柱	父母	父母
伏明霞	于芬	师生	师生
陈奕迅	徐濠萦	夫妻	夫妻
蒙嘉慧	郑伊健	夫妻	情侣
巩汉林	赵丽蓉	父母	合作
翁家明	俞小凡	夫妻	夫妻
鲁迅	周作人	夫妻	兄弟姐妹
包兆龙	包玉刚	父母	父母
老狼	郁冬	合作	合作
张东健	高小英	情侣	夫妻
叶群	林立果	父母	父母
林彪	林立果	父母	父母
包庭政	包伟铭	父母	父母
吴舜文	严庆龄	夫妻	夫妻
叶群	林立果	父母	父母
林彪	林立果	父母	父母
朱丽倩	刘德华	夫妻	夫妻
刘伯玲	桑振君	师生	师生
赵贞玉	常俊丽	同门	同门
苗文华	常俊丽	同门	同门
桑振君	郭英丽	师生	师生
吕美荪	吕碧城	父母	兄弟姐妹
吕惠如	吕碧城	夫妻	兄弟姐妹
水均益	水亦诗	父母	父母
林子祥	林德信	父母	父母
杜必书	张小凡	夫妻	同门
李圣根	晏紫	夫妻	夫妻
臧天朔	斯琴格日乐	夫妻	情侣
筱翠花	马富禄	合作	合作
毛毛	王金龙	合作	夫妻
松赞干布	文成公主	夫妻	夫妻
袁克桓	袁世凯	父母	父母
任剑辉	黄侣侠	夫妻	师生
刘表	刘备	上下级	兄弟姐妹
孙翊	吴夫人	父母	父母
孙匡	孙权	父母	兄弟姐妹
孙权	孙策	兄弟姐妹	兄弟姐妹
孙朗	孙策	父母	兄弟姐妹
司马衷	司马炎	兄弟姐妹	父母
愍怀太子	晋惠帝	兄弟姐妹	父母
晋惠帝	司马炎	兄弟姐妹	父母
帕瓦罗蒂	多明戈	合作	合作
帕瓦罗蒂	卡雷拉斯	合作	合作
王怡仁	蓝正龙	父母	情侣
徐秋京	徐立清	父母	父母
姚志源	方凤娣	夫妻	夫妻
丁敏君	纪晓芙	夫妻	同门
毛岸英	刘思齐	夫妻	夫妻
黄任中	郑艳丽	情侣	情侣
任剑辉	黄侣侠	合作	师生
张桂凤	吕瑞英	合作	合作
傅全香	徐玉兰	合作	合作
袁雪芬	范瑞娟	合作	合作
吴璘	杨政	父母	合作
陆士嘉	张维	父母	夫妻
罗福苌	罗振玉	父母	父母
罗振玉	罗福颐	兄弟姐妹	父母
高拱	张居正	父母	合作
加藤正夫	木谷实	师生	师生
小林觉	木谷实	师生	师生
武宫正树	木谷实	师生	师生
木谷实	小林光一	师生	师生
刘文步	郑福山	合作	合作
钟镇涛	章小蕙	父母	夫妻
刘秀	冯异	夫妻	上下级
杨柳	哈辉	夫妻	夫妻
关楚耀	卫诗	情侣	情侣
毛岸英	刘思齐	父母	夫妻
李宁	陈永妍	合作	夫妻
张爱玲	黄逸梵	父母	父母
侯耀文	侯瓒	父母	父母
李嘉欣	许晋亨	夫妻	夫妻
孙权	孙策	兄弟姐妹	兄弟姐妹
小龙女	杨过	夫妻	夫妻
魏忠贤	王安	夫妻	合作
张歆艺	王志飞	夫妻	情侣
李昌镐	曹薰铉	合作	师生
白先勇	白崇禧	父母	父母
黎民伟	黎姿	父母	祖孙
周继红	田秉毅	夫妻	夫妻
冯翼	冯跋	父母	父母
冯跋	冯弘	父母	兄弟姐妹
松赞干布	文成公主	夫妻	夫妻
王祖贤	齐秦	夫妻	情侣
李宝櫆	何佩华	师生	亲戚
丁敏君	纪晓芙	父母	同门
小龙女	杨过	夫妻	夫妻
李小璐	贾乃亮	夫妻	情侣
元奎	洪金宝	同门	同门
叶群	林立果	父母	父母
俞扬和	蒋孝章	夫妻	夫妻
谢晖	佟晨洁	夫妻	夫妻
成昆	谢逊	父母	师生
侯耀华	侯耀文	兄弟姐妹	兄弟姐妹
侯耀文	侯瓒	兄弟姐妹	父母
吴淑珍	陈水扁	夫妻	夫妻
王光亚	陈珊珊	夫妻	夫妻
陈珊珊	陈毅	夫妻	父母
金建杭	马云	父母	合作
毛泽东	毛新宇	夫妻	祖孙
洪秀全	杨秀清	上下级	上下级
毛岸英	刘思齐	夫妻	夫妻
汪圆圆	甄子丹	夫妻	兄弟姐妹
张东健	高小英	夫妻	夫妻
秦铁	秦邦宪	父母	父母
戚继光	戚景通	父母	父母
唐生明	唐生智	夫妻	兄弟姐妹
谢逊	张无忌	夫妻	父母
郭德纲	孔云龙	师生	师生
曹宪	金乡公主	父母	兄弟姐妹
李小龙	李香凝	父母	父母
戴乃迭	杨宪益	夫妻	夫妻
林彪	林立果	父母	父母
李甲	杜十娘	夫妻	情侣
王宝强	马蓉	夫妻	夫妻
许戈辉	丁健	夫妻	夫妻
叶莉	姚明	夫妻	夫妻
林天若	林文龙	父母	父母
郭可盈	林文龙	父母	夫妻
关楚耀	卫诗	情侣	情侣
清和源氏	安井家	兄弟姐妹	亲戚
张又侠	张宗逊	父母	父母
元彪	元奎	同门	合作
元彪	成龙	同门	同门
元彪	元华	合作	合作
成龙	元泰	同门	同门
唐代宗	唐肃宗	父母	父母
张宁益	马琳	夫妻	夫妻
冯弘	冯跋	兄弟姐妹	兄弟姐妹
冯翼	冯跋	父母	父母
程砚秋	李世济	父母	父母
冯巩	牛群	父母	合作
夏姬	孔宁	夫妻	情侣
薄熙来	薄瓜瓜	父母	父母
李存义	刘奇兰	父母	师生
赵本山	小沈阳	师生	师生
沈从文	张兆和	夫妻	夫妻
朱丽倩	刘德华	夫妻	夫妻
犬夜叉	犬大将	父母	父母
王祖贤	齐秦	夫妻	情侣
张二鹏	盖叫天	父母	父母
盖叫天	张翼鹏	父母	父母
单廷	魏定国	夫妻	合作
王怡仁	蓝正龙	情侣	情侣
言承旭	关颖	情侣	情侣
孙英杰	孙凤有	夫妻	父母
周有光	张允和	夫妻	夫妻
朱泳腾	兰雨霖	夫妻	夫妻
初永真	郭守正	兄弟姐妹	祖孙
郭晓玲	郭守正	父母	兄弟姐妹
李菁	何云伟	合作	合作
侯耀文	郭德纲	师生	师生
蒋勤勤	陈建斌	夫妻	夫妻
梁红玉	韩世忠	夫妻	夫妻
姜昆	戴志诚	合作	合作
陈赫	陈凯歌	夫妻	亲戚
刘备	刘禅	父母	父母
高拱	徐阶	父母	合作
戴乃迭	杨宪益	夫妻	夫妻
丁敏君	纪晓芙	父母	同门
施银花	屠杏花	合作	合作
杨光诺	杨振宁	夫妻	父母
麦浚龙	麦绍棠	父母	父母
肖桂云	李前宽	夫妻	夫妻
永井大	广末凉子	情侣	情侣
房祖名	林凤娇	父母	父母
付小芳	刘莎莎	兄弟姐妹	同门
崇源院	德川家光	合作	父母
毛毛	王金龙	夫妻	夫妻
成龙	林凤娇	夫妻	夫妻
杨绛	钱钟书	夫妻	夫妻
陶晴贤	陶兴房	父母	父母
中村狮童	竹内结子	夫妻	夫妻
犬夜叉	犬大将	父母	父母
林韦辰	吕晶晶	夫妻	情侣
曹节	刘协	夫妻	夫妻
何鸿燊	梁安琪	夫妻	夫妻
肖智	陈燕	夫妻	夫妻
陈云凤	夏时济	合作	父母
霍启刚	霍震霆	兄弟姐妹	父母
姚维钧	黄炎培	父母	夫妻
王弢	刘璇	情侣	夫妻
陈昊苏	陈毅	父母	父母
同治	慈禧太后	父母	父母
黄睿靓	陈致中	夫妻	夫妻
徐申如	徐志摩	父母	父母
陈伟华	陈云	父母	父母
程咬金	李世民	父母	上下级
何东	周绮文	夫妻	夫妻
萨科齐	布吕尼	父母	夫妻
李昌镐	曹薰铉	夫妻	师生
胡松华	张曼茹	夫妻	夫妻
赵本山	小沈阳	师生	师生
尹馨	陈宝国	夫妻	合作
汪道涵	汪雨	情侣	父母
薛姨妈	王子腾	兄弟姐妹	兄弟姐妹
杜丽	庞伟	夫妻	夫妻
俞大陆	俞步兰	父母	父母
郭德纲	胡中惠	夫妻	夫妻
冯远征	梁丹妮	夫妻	夫妻
李禾禾	阎晶晶	夫妻	夫妻
刘海粟	成家和	父母	夫妻
黎民伟	严珊珊	父母	夫妻
徐阶	高拱	夫妻	合作
吴舜文	严庆龄	夫妻	夫妻
谢晖	佟晨洁	夫妻	夫妻
张兰	汪小菲	父母	父母
唐宪宗	唐宣宗	父母	父母
朱岚	陶勇	夫妻	夫妻
杨德昌	彭铠立	夫妻	夫妻
